participant_id,session,task_version,trial_type,t_onset_s,seed,trial,swap_count,position1,position2,position3,p_reward_pos1,p_reward_pos2,p_reward_pos3,choice,chosen_logo,rt_s,choice_late,outcome,points,optimal_position,is_optimal,optimal_points,regret,cumulative_score,anticip_ms,isi_ms,cf_outcome_pos1,cf_outcome_pos2,cf_outcome_pos3,cf_points_pos1,cf_points_pos2,cf_points_pos3,bonus_trial_index,position_in_bandit_stream,food_set,cue_type,food_bonus_cue,cue_image,cue_duration_ms,anticipatory_delay_ms,adaptive_window_ms,target_response_key,target_rt_ms,premature_rt_ms,target_hit,target_miss,target_too_fast,target_no_response,bonus_points_earned,bonus_cumulative,bonus_hit_rate,cue_onset_ms,delay_onset_ms,target_onset_ms,response_ms,feedback_onset_ms,trigger_code
001,001,v12,bandit,861.1449,3616709992,178,2,circle,triangle,heart,0.3,0.8,0.5,3,heart,0.6831,0,reward,10,2,0,-10,-20,660,418,548,reward,loss,reward,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,865.0612,3616709992,179,2,circle,triangle,heart,0.3,0.8,0.5,3,heart,0.5693,0,reward,10,2,0,-10,-20,670,670,499,loss,loss,reward,-10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,869.0779,3616709992,180,2,circle,triangle,heart,0.3,0.8,0.5,3,heart,0.4005,0,reward,10,2,0,10,0,680,465,567,reward,reward,reward,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,872.7945,3616709992,181,2,circle,triangle,heart,0.3,0.8,0.5,3,heart,0.4158,0,loss,-10,2,0,10,20,670,477,591,reward,reward,loss,10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bandit,876.3611,3616709992,182,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.2811,0,reward,10,2,1,10,0,680,460,516,loss,reward,loss,-10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,879.8778,3616709992,183,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.3763,0,reward,10,2,1,10,0,690,752,435,loss,reward,loss,-10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,883.7111,3616709992,184,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.2799,0,reward,10,2,1,10,0,700,506,556,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bonus_neutral,887.3278,3616709992,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,184,sweet,neutral,0,stimuli/neutral/scramble_bandit_7.jpg,1500,2430,330,right,258,,1,0,0,0,15,315,0.75,1100,2617,5067,5325,5337,response
001,001,v12,bandit,894.1781,3616709992,185,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.879,0,reward,10,2,1,10,0,710,471,416,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,898.2444,3616709992,186,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.4402,0,reward,10,2,1,10,0,720,588,637,loss,reward,loss,-10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,902.1777,3616709992,187,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.5018,0,reward,10,2,1,10,0,730,654,532,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bonus_food,906.1277,3616709992,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,187,sweet,food_sweet,1,stimuli/win/sweet/sweet_bandit_115.jpg,1500,1831,315,right,248,,1,0,0,0,15,330,0.759,1100,2617,4467,4715,4718,response
001,001,v12,bandit,912.3779,3616709992,188,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.5723,0,reward,10,2,1,10,0,740,560,681,loss,reward,loss,-10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,916.4943,3616709992,189,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.5264,0,reward,10,2,1,10,0,750,798,476,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,920.5443,3616709992,190,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.4333,0,reward,10,2,1,10,0,760,552,616,loss,reward,loss,-10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,924.4609,3616709992,191,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.4456,0,loss,-10,2,1,-10,0,750,412,402,loss,loss,loss,-10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bandit,927.8108,3616709992,192,2,circle,triangle,heart,0.3,0.8,0.5,3,heart,0.4696,0,reward,10,2,0,10,0,760,407,690,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,931.6774,3616709992,193,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.3828,0,loss,-10,2,1,-10,0,750,579,440,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_loss
001,001,v12,bonus_neutral,935.1607,3616709992,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,193,sweet,neutral,0,stimuli/neutral/scramble_bandit_1.jpg,1500,2166,300,right,377,,0,1,0,0,0,330,0.733,1083,2600,4783,5160,5171,bonus_feedback
001,001,v12,bandit,941.8611,3616709992,194,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.8634,0,reward,10,2,1,10,0,760,469,416,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,945.894,3616709992,195,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.375,0,reward,10,2,1,10,0,770,572,691,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,949.8107,3616709992,196,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.6981,0,reward,10,2,1,10,0,780,577,583,loss,reward,loss,-10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,953.8606,3616709992,197,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.7905,0,reward,10,2,1,10,0,790,561,533,reward,reward,reward,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,958.0106,3616709992,198,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,1.3565,0,reward,10,2,1,10,0,800,445,443,loss,reward,loss,-10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,962.5272,3616709992,199,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.3718,0,reward,10,2,1,10,0,810,431,526,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
001,001,v12,bandit,966.1105,3616709992,200,2,circle,triangle,heart,0.3,0.8,0.5,2,triangle,0.6173,0,reward,10,2,1,10,0,820,681,667,loss,reward,reward,-10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,bandit_win
